store,item,sales,year,month,day,weekend,holidays,m1,m2,weekday
1,1,16,2013,5,1,0,0,0.5000000000000003,-0.8660254037844385,2
1,1,23,2013,5,2,0,0,0.5000000000000003,-0.8660254037844385,3
1,1,22,2013,5,3,0,0,0.5000000000000003,-0.8660254037844385,4
1,1,20,2013,5,4,1,0,0.5000000000000003,-0.8660254037844385,5
1,1,14,2013,5,5,1,0,0.5000000000000003,-0.8660254037844385,6
1,1,14,2013,5,6,0,0,0.5000000000000003,-0.8660254037844385,0
1,1,15,2013,5,7,0,0,0.5000000000000003,-0.8660254037844385,1
1,1,14,2013,5,8,0,0,0.5000000000000003,-0.8660254037844385,2
1,1,11,2013,5,9,0,0,0.5000000000000003,-0.8660254037844385,3
1,1,16,2013,5,10,0,0,0.5000000000000003,-0.8660254037844385,4
1,1,19,2013,5,11,1,0,0.5000000000000003,-0.8660254037844385,5
1,1,13,2013,5,12,1,0,0.5000000000000003,-0.8660254037844385,6
1,1,9,2013,5,13,0,0,0.5000000000000003,-0.8660254037844385,0
1,1,13,2013,5,14,0,0,0.5000000000000003,-0.8660254037844385,1
1,1,16,2013,5,15,0,0,0.5000000000000003,-0.8660254037844385,2
1,1,15,2013,5,16,0,0,0.5000000000000003,-0.8660254037844385,3
1,1,16,2013,5,17,0,0,0.5000000000000003,-0.8660254037844385,4
1,1,20,2013,5,18,1,0,0.5000000000000003,-0.8660254037844385,5
1,1,19,2013,5,19,1,0,0.5000000000000003,-0.8660254037844385,6
1,1,14,2013,5,20,0,0,0.5000000000000003,-0.8660254037844385,0
1,1,24,2013,5,21,0,0,0.5000000000000003,-0.8660254037844385,1
1,1,23,2013,5,22,0,0,0.5000000000000003,-0.8660254037844385,2
1,1,14,2013,5,23,0,0,0.5000000000000003,-0.8660254037844385,3
1,1,24,2013,5,24,0,0,0.5000000000000003,-0.8660254037844385,4
1,1,25,2013,5,25,1,0,0.5000000000000003,-0.8660254037844385,5
1,1,27,2013,5,26,1,0,0.5000000000000003,-0.8660254037844385,6
1,1,7,2013,5,27,0,0,0.5000000000000003,-0.8660254037844385,0
1,1,12,2013,5,28,0,0,0.5000000000000003,-0.8660254037844385,1
1,1,10,2013,5,29,0,0,0.5000000000000003,-0.8660254037844385,2
1,1,19,2013,5,30,0,0,0.5000000000000003,-0.8660254037844385,3
1,1,27,2013,5,31,0,0,0.5000000000000003,-0.8660254037844385,4
1,1,26,2013,6,1,1,0,1.2246467991473532e-16,-1.0,5
1,1,22,2013,6,2,1,0,1.2246467991473532e-16,-1.0,6
1,1,12,2013,6,3,0,0,1.2246467991473532e-16,-1.0,0
1,1,15,2013,6,4,0,0,1.2246467991473532e-16,-1.0,1
1,1,24,2013,6,5,0,0,1.2246467991473532e-16,-1.0,2
1,1,9,2013,6,6,0,0,1.2246467991473532e-16,-1.0,3
1,1,21,2013,6,7,0,0,1.2246467991473532e-16,-1.0,4
1,1,20,2013,6,8,1,0,1.2246467991473532e-16,-1.0,5
1,1,38,2013,6,9,1,0,1.2246467991473532e-16,-1.0,6
1,1,20,2013,6,10,0,0,1.2246467991473532e-16,-1.0,0
1,1,18,2013,6,11,0,0,1.2246467991473532e-16,-1.0,1
1,1,22,2013,6,12,0,0,1.2246467991473532e-16,-1.0,2
1,1,21,2013,6,13,0,0,1.2246467991473532e-16,-1.0,3
1,1,22,2013,6,14,0,0,1.2246467991473532e-16,-1.0,4
1,1,26,2013,6,15,1,0,1.2246467991473532e-16,-1.0,5
1,1,23,2013,6,16,1,0,1.2246467991473532e-16,-1.0,6
1,1,13,2013,6,17,0,0,1.2246467991473532e-16,-1.0,0
1,1,21,2013,6,18,0,0,1.2246467991473532e-16,-1.0,1
1,1,18,2013,6,19,0,0,1.2246467991473532e-16,-1.0,2
1,1,24,2013,6,20,0,0,1.2246467991473532e-16,-1.0,3
1,1,19,2013,6,21,0,0,1.2246467991473532e-16,-1.0,4
1,1,23,2013,6,22,1,0,1.2246467991473532e-16,-1.0,5
1,1,24,2013,6,23,1,0,1.2246467991473532e-16,-1.0,6
1,1,17,2013,6,24,0,0,1.2246467991473532e-16,-1.0,0
1,1,21,2013,6,25,0,0,1.2246467991473532e-16,-1.0,1
1,1,21,2013,6,26,0,0,1.2246467991473532e-16,-1.0,2
1,1,26,2013,6,27,0,0,1.2246467991473532e-16,-1.0,3
1,1,17,2013,6,28,0,0,1.2246467991473532e-16,-1.0,4
1,1,20,2013,6,29,1,0,1.2246467991473532e-16,-1.0,5
1,1,24,2013,6,30,1,0,1.2246467991473532e-16,-1.0,6
1,1,23,2013,7,1,0,0,-0.4999999999999997,-0.8660254037844388,0
1,1,17,2013,7,2,0,0,-0.4999999999999997,-0.8660254037844388,1
1,1,12,2013,7,3,0,0,-0.4999999999999997,-0.8660254037844388,2
1,1,24,2013,7,4,0,0,-0.4999999999999997,-0.8660254037844388,3
1,1,17,2013,7,5,0,0,-0.4999999999999997,-0.8660254037844388,4
1,1,16,2013,7,6,1,0,-0.4999999999999997,-0.8660254037844388,5
1,1,34,2013,7,7,1,0,-0.4999999999999997,-0.8660254037844388,6
1,1,20,2013,7,8,0,0,-0.4999999999999997,-0.8660254037844388,0
1,1,23,2013,7,9,0,0,-0.4999999999999997,-0.8660254037844388,1
1,1,14,2013,7,10,0,0,-0.4999999999999997,-0.8660254037844388,2
1,1,25,2013,7,11,0,0,-0.4999999999999997,-0.8660254037844388,3
1,1,29,2013,7,12,0,0,-0.4999999999999997,-0.8660254037844388,4
1,1,22,2013,7,13,1,0,-0.4999999999999997,-0.8660254037844388,5
1,1,29,2013,7,14,1,0,-0.4999999999999997,-0.8660254037844388,6
1,1,18,2013,7,15,0,0,-0.4999999999999997,-0.8660254037844388,0
1,1,12,2013,7,16,0,0,-0.4999999999999997,-0.8660254037844388,1
1,1,16,2013,7,17,0,0,-0.4999999999999997,-0.8660254037844388,2
1,1,21,2013,7,18,0,0,-0.4999999999999997,-0.8660254037844388,3
1,1,25,2013,7,19,0,0,-0.4999999999999997,-0.8660254037844388,4
1,1,25,2013,7,20,1,0,-0.4999999999999997,-0.8660254037844388,5
1,1,26,2013,7,21,1,0,-0.4999999999999997,-0.8660254037844388,6
1,1,18,2013,7,22,0,0,-0.4999999999999997,-0.8660254037844388,0
1,1,17,2013,7,23,0,0,-0.4999999999999997,-0.8660254037844388,1
1,1,21,2013,7,24,0,0,-0.4999999999999997,-0.8660254037844388,2
1,1,21,2013,7,25,0,0,-0.4999999999999997,-0.8660254037844388,3
1,1,31,2013,7,26,0,0,-0.4999999999999997,-0.8660254037844388,4
1,1,19,2013,7,27,1,0,-0.4999999999999997,-0.8660254037844388,5
1,1,25,2013,7,28,1,0,-0.4999999999999997,-0.8660254037844388,6
1,1,8,2013,7,29,0,0,-0.4999999999999997,-0.8660254037844388,0
1,1,26,2013,7,30,0,0,-0.4999999999999997,-0.8660254037844388,1
1,1,27,2013,7,31,0,0,-0.4999999999999997,-0.8660254037844388,2
1,1,21,2013,8,1,0,0,-0.8660254037844384,-0.5000000000000004,3
1,1,19,2013,8,2,0,0,-0.8660254037844384,-0.5000000000000004,4
1,1,24,2013,8,3,1,0,-0.8660254037844384,-0.5000000000000004,5
1,1,26,2013,8,4,1,0,-0.8660254037844384,-0.5000000000000004,6
1,1,17,2013,8,5,0,0,-0.8660254037844384,-0.5000000000000004,0
1,1,10,2013,8,6,0,0,-0.8660254037844384,-0.5000000000000004,1
1,1,25,2013,8,7,0,0,-0.8660254037844384,-0.5000000000000004,2
1,1,20,2013,8,8,0,0,-0.8660254037844384,-0.5000000000000004,3
1,1,19,2013,8,9,0,0,-0.8660254037844384,-0.5000000000000004,4
1,1,22,2013,8,10,1,0,-0.8660254037844384,-0.5000000000000004,5
1,1,25,2013,8,11,1,0,-0.8660254037844384,-0.5000000000000004,6
1,1,10,2013,8,12,0,0,-0.8660254037844384,-0.5000000000000004,0
1,1,11,2013,8,13,0,0,-0.8660254037844384,-0.5000000000000004,1
1,1,19,2013,8,14,0,0,-0.8660254037844384,-0.5000000000000004,2
1,1,22,2013,8,15,0,0,-0.8660254037844384,-0.5000000000000004,3
1,1,15,2013,8,16,0,0,-0.8660254037844384,-0.5000000000000004,4
1,1,29,2013,8,17,1,0,-0.8660254037844384,-0.5000000000000004,5
1,1,27,2013,8,18,1,0,-0.8660254037844384,-0.5000000000000004,6
1,1,11,2013,8,19,0,0,-0.8660254037844384,-0.5000000000000004,0
1,1,15,2013,8,20,0,0,-0.8660254037844384,-0.5000000000000004,1
1,1,20,2013,8,21,0,0,-0.8660254037844384,-0.5000000000000004,2
1,1,20,2013,8,22,0,0,-0.8660254037844384,-0.5000000000000004,3
1,1,19,2013,8,23,0,0,-0.8660254037844384,-0.5000000000000004,4
1,1,19,2013,8,24,1,0,-0.8660254037844384,-0.5000000000000004,5
1,1,23,2013,8,25,1,0,-0.8660254037844384,-0.5000000000000004,6
1,1,11,2013,8,26,0,0,-0.8660254037844384,-0.5000000000000004,0
1,1,16,2013,8,27,0,0,-0.8660254037844384,-0.5000000000000004,1
1,1,20,2013,8,28,0,0,-0.8660254037844384,-0.5000000000000004,2
1,1,14,2013,8,29,0,0,-0.8660254037844384,-0.5000000000000004,3
1,1,20,2013,8,30,0,0,-0.8660254037844384,-0.5000000000000004,4
1,1,25,2013,8,31,1,0,-0.8660254037844384,-0.5000000000000004,5
1,1,25,2013,9,1,1,0,-1.0,-1.8369701987210297e-16,6
1,1,10,2013,9,2,0,0,-1.0,-1.8369701987210297e-16,0
1,1,16,2013,9,3,0,0,-1.0,-1.8369701987210297e-16,1
1,1,10,2013,9,4,0,0,-1.0,-1.8369701987210297e-16,2
1,1,16,2013,9,5,0,0,-1.0,-1.8369701987210297e-16,3
1,1,20,2013,9,6,0,0,-1.0,-1.8369701987210297e-16,4
1,1,20,2013,9,7,1,0,-1.0,-1.8369701987210297e-16,5
1,1,19,2013,9,8,1,0,-1.0,-1.8369701987210297e-16,6
1,1,15,2013,9,9,0,0,-1.0,-1.8369701987210297e-16,0
1,1,17,2013,9,10,0,0,-1.0,-1.8369701987210297e-16,1
1,1,26,2013,9,11,0,0,-1.0,-1.8369701987210297e-16,2
1,1,14,2013,9,12,0,0,-1.0,-1.8369701987210297e-16,3
1,1,16,2013,9,13,0,0,-1.0,-1.8369701987210297e-16,4
1,1,27,2013,9,14,1,0,-1.0,-1.8369701987210297e-16,5
1,1,14,2013,9,15,1,0,-1.0,-1.8369701987210297e-16,6
1,1,16,2013,9,16,0,0,-1.0,-1.8369701987210297e-16,0
1,1,20,2013,9,17,0,0,-1.0,-1.8369701987210297e-16,1
1,1,18,2013,9,18,0,0,-1.0,-1.8369701987210297e-16,2
1,1,16,2013,9,19,0,0,-1.0,-1.8369701987210297e-16,3
1,1,11,2013,9,20,0,0,-1.0,-1.8369701987210297e-16,4
1,1,13,2013,9,21,1,0,-1.0,-1.8369701987210297e-16,5
1,1,16,2013,9,22,1,0,-1.0,-1.8369701987210297e-16,6
1,1,18,2013,9,23,0,0,-1.0,-1.8369701987210297e-16,0
1,1,14,2013,9,24,0,0,-1.0,-1.8369701987210297e-16,1
1,1,17,2013,9,25,0,0,-1.0,-1.8369701987210297e-16,2
1,1,20,2013,9,26,0,0,-1.0,-1.8369701987210297e-16,3
1,1,22,2013,9,27,0,0,-1.0,-1.8369701987210297e-16,4
1,1,13,2013,9,28,1,0,-1.0,-1.8369701987210297e-16,5
1,1,20,2013,9,29,1,0,-1.0,-1.8369701987210297e-16,6
1,1,20,2013,9,30,0,0,-1.0,-1.8369701987210297e-16,0
1,1,12,2013,10,1,0,0,-0.866025403784439,0.49999999999999933,1
1,1,11,2013,10,2,0,0,-0.866025403784439,0.49999999999999933,2
1,1,14,2013,10,3,0,0,-0.866025403784439,0.49999999999999933,3
1,1,14,2013,10,4,0,0,-0.866025403784439,0.49999999999999933,4
1,1,14,2013,10,5,1,0,-0.866025403784439,0.49999999999999933,5
1,1,20,2013,10,6,1,0,-0.866025403784439,0.49999999999999933,6
1,1,13,2013,10,7,0,0,-0.866025403784439,0.49999999999999933,0
1,1,13,2013,10,8,0,0,-0.866025403784439,0.49999999999999933,1
1,1,14,2013,10,9,0,0,-0.866025403784439,0.49999999999999933,2
1,1,20,2013,10,10,0,0,-0.866025403784439,0.49999999999999933,3
1,1,17,2013,10,11,0,0,-0.866025403784439,0.49999999999999933,4
1,1,17,2013,10,12,1,0,-0.866025403784439,0.49999999999999933,5
1,1,20,2013,10,13,1,0,-0.866025403784439,0.49999999999999933,6
1,1,15,2013,10,14,0,0,-0.866025403784439,0.49999999999999933,0
1,1,15,2013,10,15,0,0,-0.866025403784439,0.49999999999999933,1
1,1,15,2013,10,16,0,0,-0.866025403784439,0.49999999999999933,2
1,1,10,2013,10,17,0,0,-0.866025403784439,0.49999999999999933,3
1,1,10,2013,10,18,0,0,-0.866025403784439,0.49999999999999933,4
1,1,18,2013,10,19,1,0,-0.866025403784439,0.49999999999999933,5
1,1,25,2013,10,20,1,0,-0.866025403784439,0.49999999999999933,6
1,1,13,2013,10,21,0,0,-0.866025403784439,0.49999999999999933,0
1,1,11,2013,10,22,0,0,-0.866025403784439,0.49999999999999933,1
1,1,16,2013,10,23,0,0,-0.866025403784439,0.49999999999999933,2
1,1,17,2013,10,24,0,0,-0.866025403784439,0.49999999999999933,3
1,1,18,2013,10,25,0,0,-0.866025403784439,0.49999999999999933,4
1,1,19,2013,10,26,1,0,-0.866025403784439,0.49999999999999933,5
1,1,14,2013,10,27,1,0,-0.866025403784439,0.49999999999999933,6
1,1,11,2013,10,28,0,0,-0.866025403784439,0.49999999999999933,0
1,1,17,2013,10,29,0,0,-0.866025403784439,0.49999999999999933,1
1,1,20,2013,10,30,0,0,-0.866025403784439,0.49999999999999933,2
1,1,21,2013,10,31,0,0,-0.866025403784439,0.49999999999999933,3
1,1,20,2013,11,1,0,0,-0.5000000000000004,0.8660254037844384,4
1,1,24,2013,11,2,1,0,-0.5000000000000004,0.8660254037844384,5
1,1,19,2013,11,3,1,0,-0.5000000000000004,0.8660254037844384,6
1,1,12,2013,11,4,0,0,-0.5000000000000004,0.8660254037844384,0
1,1,20,2013,11,5,0,0,-0.5000000000000004,0.8660254037844384,1
1,1,16,2013,11,6,0,0,-0.5000000000000004,0.8660254037844384,2
1,1,17,2013,11,7,0,0,-0.5000000000000004,0.8660254037844384,3
1,1,22,2013,11,8,0,0,-0.5000000000000004,0.8660254037844384,4
1,1,18,2013,11,9,1,0,-0.5000000000000004,0.8660254037844384,5
1,1,23,2013,11,10,1,0,-0.5000000000000004,0.8660254037844384,6
1,1,16,2013,11,11,0,0,-0.5000000000000004,0.8660254037844384,0
1,1,20,2013,11,12,0,0,-0.5000000000000004,0.8660254037844384,1
1,1,20,2013,11,13,0,0,-0.5000000000000004,0.8660254037844384,2
1,1,9,2013,11,14,0,0,-0.5000000000000004,0.8660254037844384,3
1,1,18,2013,11,15,0,0,-0.5000000000000004,0.8660254037844384,4
1,1,13,2013,11,16,1,0,-0.5000000000000004,0.8660254037844384,5
1,1,17,2013,11,17,1,0,-0.5000000000000004,0.8660254037844384,6
1,1,17,2013,11,18,0,0,-0.5000000000000004,0.8660254037844384,0
1,1,18,2013,11,19,0,0,-0.5000000000000004,0.8660254037844384,1
1,1,17,2013,11,20,0,0,-0.5000000000000004,0.8660254037844384,2
1,1,16,2013,11,21,0,0,-0.5000000000000004,0.8660254037844384,3
1,1,17,2013,11,22,0,0,-0.5000000000000004,0.8660254037844384,4
1,1,31,2013,11,23,1,0,-0.5000000000000004,0.8660254037844384,5
1,1,20,2013,11,24,1,0,-0.5000000000000004,0.8660254037844384,6
1,1,16,2013,11,25,0,0,-0.5000000000000004,0.8660254037844384,0
1,1,25,2013,11,26,0,0,-0.5000000000000004,0.8660254037844384,1
1,1,25,2013,11,27,0,0,-0.5000000000000004,0.8660254037844384,2
1,1,17,2013,11,28,0,0,-0.5000000000000004,0.8660254037844384,3
1,1,19,2013,11,29,0,0,-0.5000000000000004,0.8660254037844384,4
1,1,30,2013,11,30,1,0,-0.5000000000000004,0.8660254037844384,5
1,1,16,2013,12,1,1,0,-2.4492935982947064e-16,1.0,6
1,1,8,2013,12,2,0,0,-2.4492935982947064e-16,1.0,0
1,1,21,2013,12,3,0,0,-2.4492935982947064e-16,1.0,1
1,1,6,2013,12,4,0,0,-2.4492935982947064e-16,1.0,2
1,1,13,2013,12,5,0,0,-2.4492935982947064e-16,1.0,3
1,1,15,2013,12,6,0,0,-2.4492935982947064e-16,1.0,4
1,1,17,2013,12,7,1,0,-2.4492935982947064e-16,1.0,5
1,1,17,2013,12,8,1,0,-2.4492935982947064e-16,1.0,6
1,1,8,2013,12,9,0,0,-2.4492935982947064e-16,1.0,0
1,1,14,2013,12,10,0,0,-2.4492935982947064e-16,1.0,1
1,1,7,2013,12,11,0,0,-2.4492935982947064e-16,1.0,2
1,1,5,2013,12,12,0,0,-2.4492935982947064e-16,1.0,3
1,1,13,2013,12,13,0,0,-2.4492935982947064e-16,1.0,4
1,1,16,2013,12,14,1,0,-2.4492935982947064e-16,1.0,5
1,1,15,2013,12,15,1,0,-2.4492935982947064e-16,1.0,6
1,1,15,2013,12,16,0,0,-2.4492935982947064e-16,1.0,0
1,1,8,2013,12,17,0,0,-2.4492935982947064e-16,1.0,1
1,1,18,2013,12,18,0,0,-2.4492935982947064e-16,1.0,2
1,1,7,2013,12,19,0,0,-2.4492935982947064e-16,1.0,3
1,1,13,2013,12,20,0,0,-2.4492935982947064e-16,1.0,4
1,1,11,2013,12,21,1,0,-2.4492935982947064e-16,1.0,5
1,1,9,2013,12,22,1,0,-2.4492935982947064e-16,1.0,6
1,1,8,2013,12,23,0,0,-2.4492935982947064e-16,1.0,0
1,1,17,2013,12,24,0,0,-2.4492935982947064e-16,1.0,1
1,1,6,2013,12,25,0,0,-2.4492935982947064e-16,1.0,2
1,1,16,2013,12,26,0,0,-2.4492935982947064e-16,1.0,3
1,1,18,2013,12,27,0,0,-2.4492935982947064e-16,1.0,4
1,1,17,2013,12,28,1,0,-2.4492935982947064e-16,1.0,5
1,1,14,2013,12,29,1,0,-2.4492935982947064e-16,1.0,6
1,1,5,2013,12,30,0,0,-2.4492935982947064e-16,1.0,0
1,1,15,2013,12,31,0,0,-2.4492935982947064e-16,1.0,1
1,1,9,2014,1,1,0,0,0.49999999999999994,0.8660254037844387,2
1,1,14,2014,1,2,0,0,0.49999999999999994,0.8660254037844387,3
1,1,11,2014,1,3,0,0,0.49999999999999994,0.8660254037844387,4
1,1,20,2014,1,4,1,0,0.49999999999999994,0.8660254037844387,5
1,1,17,2014,1,5,1,0,0.49999999999999994,0.8660254037844387,6
1,1,14,2014,1,6,0,0,0.49999999999999994,0.8660254037844387,0
1,1,11,2014,1,7,0,0,0.49999999999999994,0.8660254037844387,1
1,1,12,2014,1,8,0,0,0.49999999999999994,0.8660254037844387,2
1,1,17,2014,1,9,0,0,0.49999999999999994,0.8660254037844387,3
1,1,12,2014,1,10,0,0,0.49999999999999994,0.8660254037844387,4
